VD,North,East
19820101,6653400,543874
19820102,6652780,540470
19820103,6651590,545120
19820104,6649250,544710
19820106,6652370,545691
19820108,6652330,547394
19820207,6643270,556210
19830101,6608710,554284
19830102,6597710,556008
19830103,6597970,556290
19830104,6595350,558116
19830105,6600610,558190
19830106,6598940,555685
19830107,6598550,557918
19830108,6598110,556771
19830109,6596550,555158
19830110,6597620,555052
19830111,6597050,548983
19830422,6602970,551008
19830423,6608780,539193
19830625,6599930,563371
19840101,6586010,546743
19840102,6585040,547808
19840103,6584330,547287
19840104,6583840,547482
19840106,6584280,549318
19840107,6582110,552089
19840208,6576210,551063
19840309,6579940,541839
20210101,6705130,455039
20210103,6717740,464133
20210301,6691950,469796
20210401,6696720,445932
20230203,6734460,438218
20230205,6716640,421253
20230206,6733340,412289
20230210,6701680,433283
20230213,6738890,427768
20230301,6760950,398546
20230502,6790630,401481
20260105,6706480,498772
20260201,6716450,503646
20260202,6712660,501572
20260203,6699260,502355
20260204,6713210,510418
20260301,6704650,489390
20260302,6695110,483368
20290102,6731850,499992
20290103,6722310,486855
20290104,6735030,500160
20290106,6732500,509897
20290108,6739140,511523
20290110,6733140,497321
20290301,6725620,513382
20290311,6722640,502205
20290401,6736020,484493
20310101,6750640,503998
20310102,6747050,508937
20310104,6758800,499529
20310105,6764200,523588
20310106,6758090,506413
20310401,6793170,514150
20340201,6776140,478752
20340202,6802060,490590
20340203,6773510,490298
20340204,6802350,474223
20340206,6780430,482210
20390206,6782460,455913
20390209,6813010,443047
20390210,6778860,434117
20390211,6805140,423805
20390401,6836550,394726
20390501,6872480,375272
20610101,6674390,516907
20610103,6658520,514753
20610105,6674660,525386
20610106,6662790,522686
20610108,6668420,522769
20610201,6655730,528606
20610205,6655960,536650
20620103,6759380,488108
20620107,6767380,480711
20620110,6763760,475943
20620111,6753680,447243
20620114,6763020,473927
20620115,6763570,477565
20620116,6766610,474928
20620117,6760900,473880
20620118,6760260,476390
20620201,6801260,461798
20620202,6770330,457432
20620301,6742350,470477
20800101,6713880,535482
20800102,6717310,535920
20800103,6718280,534454
20800104,6718890,534114
20800105,6719060,535372
20800106,6718110,536171
20800107,6717510,536989
20800108,6716880,537936
20800109,6718880,539455
20800110,6716020,534290
20800111,6719270,534462
20800112,6716860,533043
20800210,6727700,526078
20800301,6723220,523945
20800302,6723830,529894
20800303,6720960,533103
20800304,6719680,534412
20800305,6727860,534439
20800306,6721230,534011
20800307,6720170,534729
20800308,6721800,537134
20800309,6720800,532626
20800310,6720380,534312
20800311,6720130,534036
20800401,6716520,525703
20800501,6709300,542449
20800601,6717290,549136
20800602,6716300,540910
20800701,6725360,540765
20800702,6723250,549261
20800801,6750000,556224
20800802,6731670,545466
20800803,6737060,560409
20801001,6753590,541405
20801101,6737530,529303
20801102,6734640,521944
20810101,6707520,523099
20810103,6707150,522605
20810105,6706340,522864
20810107,6705380,522935
20810109,6706120,523589
20810111,6704810,521980
20810113,6710190,521621
20810115,6710980,523682
20810117,6704520,520970
20810119,6714360,517753
20810121,6704910,515284
20810123,6706080,521894
20810125,6707170,521817
20810201,6705260,524688
20810203,6709510,525303
20810205,6707170,526382
20810207,6703430,526228
20810209,6703590,523930
20810211,6701750,522760
20810213,6706650,524235
20810215,6698830,527604
20810217,6707990,530280
20810219,6704420,533536
20810221,6694490,515203
20810223,6704650,523664
20820101,6689970,541420
20820102,6690040,539984
20820103,6683550,536944
20820207,6698260,544501
20820304,6697910,535878
20820406,6685060,525017
20830101,6676670,550706
20830102,6686910,557355
20830103,6687850,550337
20830104,6679850,558405
20830105,6684570,546500
20830206,6687040,567067
20830307,6698560,563170
20830308,6708400,559284
20840101,6668700,565405
20840102,6667880,565187
20840103,6670110,560364
20840104,6666850,565143
20840301,6687430,578474
20840302,6676880,584208
20840401,6667740,574891
20840402,6677210,572059
20840403,6665580,566837
20840404,6663200,569393
20840601,6674010,564378
20840602,6669760,566103
20850101,6668720,510289
20850102,6668130,510885
20850103,6667460,509646
20850104,6667330,511040
20850105,6675150,508933
20850108,6664900,505376
20850110,6663540,509615
20850111,6669660,512095
20850112,6668630,511094
20850113,6666450,510124
20850114,6665550,511799
20850203,6661000,501164
20850204,6658250,503667
20850205,6659440,495737
20850307,6686450,499816
20850311,6666400,489932
20850312,6677170,490877
20850401,6667050,468881
21010201,6745480,585579
21010203,6759480,581903
21010205,6752280,598969
21040102,6716120,571331
21040103,6709210,572953
21040104,6712630,570407
21040105,6713040,569717
21040201,6703110,581783
21210105,6817340,538581
21210106,6799330,539315
21210201,6815540,519849
21210301,6785190,547980
21210303,6812950,556237
21320201,6864380,611751
21320301,6870730,624816
21320401,6885500,623428
21320501,6875140,609592
21320601,6889560,586407
21610101,6852360,554933
21610102,6865520,551393
21610104,6855620,559084
21610105,6854250,564101
21610106,6864920,562143
21610107,6855680,558061
21610301,6838840,497425
21610401,6853540,545247
21610501,6856130,524921
21610601,6892670,538891
21610701,6841450,570519
21610702,6833170,552923
21610703,6838190,542979
21800101,6728710,616697
21800102,6727830,615722
21800103,6728400,616848
21800105,6728630,617279
21800106,6729660,617909
21800107,6727990,617208
21800108,6731440,616763
21800109,6731940,618088
21800110,6734780,630728
21800111,6727630,617045
21800113,6729030,617027
21800114,6728930,618292
21800201,6728100,617575
21800202,6728310,617934
21800203,6728210,618543
21800204,6728730,619441
21800206,6727650,618955
21800208,6727050,618241
21800213,6724570,626900
21800214,6720380,621481
21800301,6763280,612417
21800302,6750370,613566
21800401,6704250,611318
21800402,6695530,613400
21800501,6734670,619824
21800502,6740440,608707
21800503,6743800,622100
21800604,6724370,609236
21800605,6732390,605054
21800607,6717460,609415
21800608,6720370,603892
21800609,6728200,612918
21800701,6727280,617527
21800702,6727090,616422
21800703,6726660,617232
21800704,6726110,616055
21800705,6725860,616819
21800706,6726000,617534
21800707,6713150,619294
21800801,6729790,615472
21800802,6730600,615283
21800804,6730290,616427
21800805,6729950,614537
21800806,6731010,614604
21800901,6728810,620801
21800902,6729840,623485
21800903,6728180,622818
21800904,6728110,621131
21800906,6727270,620993
21800907,6727510,622026
21801002,6728710,614610
21801003,6724600,611879
21810101,6730420,598087
21810102,6725730,593128
21810103,6721310,597030
21810104,6721490,599759
21810105,6721450,596155
21810106,6721790,597322
21810109,6720350,596520
21810110,6719330,597315
21810113,6719770,595723
21810115,6721070,594340
21810202,6727750,580923
21810204,6717600,593776
21810205,6720870,577126
21810206,6714510,587609
21810301,6734980,587004
21810401,6708320,597768
21810501,6687160,595561
21810601,6721860,596726
21820101,6798050,609610
21820102,6798950,610524
21820103,6798680,608879
21820105,6797000,611357
21820106,6798430,611487
21820107,6797700,613143
21820201,6792430,619048
21820301,6778300,598423
21820401,6780380,612648
21820501,6794350,607287
21820502,6798620,596194
21820601,6790700,598332
21820901,6800630,617876
21820902,6810120,601442
21830301,6801930,575224
21830302,6797690,577802
21830303,6799220,574559
21830304,6803030,569537
21830306,6805010,569599
21830307,6805100,572919
21830308,6809520,575625
21830309,6800060,579369
21830310,6798840,566026
21830311,6780250,564806
21830312,6805050,578328
21830401,6808690,587950
21830501,6780590,582155
21830602,6792320,582040
21830902,6817000,572045
21830903,6826010,572012
21830904,6815670,577683
21840101,6845460,612511
21840103,6845760,611758
21840104,6847450,611539
21840105,6846190,610686
21840106,6845280,611229
21840107,6844380,611087
21840201,6838460,617054
21840302,6843770,620205
21840303,6842940,608889
21840401,6840860,630462
21840501,6832010,607274
21840503,6837590,611414
21840504,6835340,611288
21840701,6821430,606103
21840801,6857560,577271
21840803,6845670,582958
21840901,6868030,586666
21840902,6882030,568746
21841101,6847510,596828
21841102,6839600,601110
21841201,6853140,607094
22600201,6938770,524265
22600202,6933970,532979
22600203,6929450,526252
22600204,6940060,535013
22600205,6932830,545321
22600306,6922540,510155
22600409,6920330,551359
22600410,6935420,560607
22600412,6929250,571880
22620106,6936500,619532
22620107,6934330,624542
22620109,6930610,619896
22620110,6931980,622924
22620114,6931740,620663
22620116,6931840,618099
22620117,6929670,615879
22620205,6954070,614720
22620302,6933560,634798
22620303,6939440,630236
22620401,6925680,635930
22800101,6947720,650998
22800102,6948520,651116
22800103,6946790,655043
22800104,6947890,651698
22800105,6942450,652556
22800106,6947550,650208
22800107,6949190,650147
22800108,6948150,649121
22800109,6944380,647883
22800226,6968160,639922
22800323,6937340,644866
22800424,6960900,626631
22800620,6947690,643327
22800622,6955080,647711
22810107,6918170,619351
22810108,6919390,619103
22810109,6919030,618592
22810110,6919710,619807
22810111,6921390,619399
22810112,6920690,618365
22810113,6919880,618532
22810114,6919520,618340
22810115,6919440,617731
22810116,6918830,616329
22810118,6919960,616787
22810119,6916780,617570
22810201,6917520,622259
22810203,6919090,621170
22810204,6918680,620200
22810330,6921570,620285
22810331,6920700,620243
22810333,6920350,621163
22810334,6921490,621307
22810335,6921930,622700
22810336,6922800,619842
22810337,6923480,620510
22810339,6924710,622653
22810340,6925560,619277
22810341,6928010,620528
22810420,6918460,630178
22810421,6922360,625913
22810422,6924490,624552
22810423,6927570,625990
22810545,6930970,601817
22810624,6922260,618174
22810625,6921800,606962
22810626,6923890,615326
22810627,6920090,615567
22810628,6921210,617122
22810646,6921790,617457
22810647,6922410,616693
22810701,6927500,585291
22810702,6911200,580724
22810802,6918850,600604
22810803,6913660,600834
22810804,6911940,614278
22810805,6915030,604762
22810901,6902560,601057
22811002,6898580,624242
22811003,6910370,620612
22811004,6902040,635097
22811006,6911750,622404
22811007,6908610,619039
22811008,6912320,625926
22811009,6914470,621436
22811103,6941820,603997
22811301,6960130,589175
22820101,6978780,639190
22820102,6981060,643077
22820103,6981340,641610
22820104,6984910,637524
22820105,6975250,643346
22820109,6977970,630989
22820211,6973380,657395
22820415,6982010,672364
22820517,6998830,667471
22820618,6993400,657649
22820719,6986650,647273
22821125,6995710,629809
22821128,6986290,623444
22821129,6999460,643644
22830111,7003750,609443
22830112,7006180,613785
22830113,7005830,614704
22830114,7001250,622706
22830115,7012320,619155
22830116,6998910,612573
22830308,6988630,603541
22830406,7008540,599920
22830407,7008300,604970
22830505,7018360,614487
22830604,7030250,607309
22830709,7012430,588290
22830803,7044050,597159
22830901,7073230,594562
22831121,7011610,637058
22831424,7027410,573623
22831525,7049360,564059
22840101,7022860,686275
22840102,7022280,687778
22840103,7023760,686246
22840105,7024440,685746
22840106,7023680,685401
22840107,7023560,687004
22840108,7025100,686275
22840201,7034560,688317
22840202,7020250,692319
22840205,7026710,686393
22840206,7021540,688689
22840207,7025120,688283
22840208,7029320,696507
22841001,7020560,703677
22841002,7039460,707956
22841003,7030520,708221
22841101,7052010,695480
22841201,7052660,672937
22841202,7069700,677322
22840401,7040490,663006
22840402,7049920,631422
22840403,7070690,641131
22840501,7026150,645424
22840701,7015260,674763
22840702,7008000,666917
22840704,7001410,683332
22840801,7026230,672058
22840802,7018200,686702
22840803,7013940,691231
22840804,7018750,685733
22840806,7021880,675592
22840807,7021960,685164
22840809,7028900,683854
22840812,7025270,685574
22840813,7026060,679572
22840814,7020010,683257
22840815,7038250,679694
22840818,7025160,681570
22840901,7037530,671160
23030101,7021730,547889
23030103,7000480,569199
23030205,6984620,583881
23030409,7006560,531295
23050101,6950690,503505
23050404,6974330,557044
23050612,6980200,513534
23090101,7023450,468796
23090102,7014720,467062
23090103,7019650,473587
23090206,7022540,462507
23090305,7031660,471778
23090408,7011030,480246
23090409,7015750,481115
23090611,7090930,473956
23090815,7060760,444356
23091017,7035940,438536
23130101,7078900,538585
23130102,7080450,527421
23130103,7120650,521503
23130108,7103510,507251
23130418,7061900,513024
23130419,7043370,527050
23130528,7171000,476411
23130632,7070170,561695
23130733,7096640,564102
23130835,7113390,559799
23130836,7133020,536105
23210101,7034610,374613
23210106,7032600,405009
23210207,7016230,442508
23210308,7017340,430621
23210410,7074220,398061
23210513,7029560,422467
23210514,7002760,391513
23210616,7002010,448809
23260102,6956890,469298
23260207,6970440,480919
23260308,6980970,442707
23260614,6964220,406999
23260817,6926190,470772
23610101,6891210,433781
23610102,6894220,492206
23610119,6858770,454460
23610509,6925600,423203
23610712,6930810,374844
23800101,7007560,482363
23800102,7005490,481506
23800103,7005050,481698
23800104,7005290,482289
23800105,7004900,482460
23800106,7004210,482337
23800107,7006220,484651
23800108,7006030,482396
23800109,7008290,485397
23800110,7009190,481100
23800111,7005110,483890
23800112,7004340,484090
23800113,7004500,482689
23800114,7003160,482186
23800116,7002660,483537
23800118,7005790,487063
23800119,7001960,484487
23800120,7009640,482932
23800225,7006790,480664
23800227,7005630,480508
23800228,7005060,480244
23800229,7007840,477995
23800230,7007620,471675
23800232,7003990,477767
23800538,6982760,487455
23800639,6998500,481625
23800640,6997560,472221
23800740,7000930,495666
23800741,6991430,487314
23800743,6994130,499925
23800749,7002480,486035
23800751,7003310,487613
23800753,7001930,490339
23800945,7023010,492677
23800946,7014780,501424
23801047,7032410,503441
24180102,7229280,683608
24180103,7248250,666826
24210102,7255410,561888
24210111,7211500,624358
24210122,7203590,596443
24210124,7231820,584014
24210314,7288210,505451
24220110,7295920,573443
24220205,7241640,636148
24250104,7127650,571770
24250216,7170740,528547
24620101,7152900,584547
24620105,7237300,525316
24620110,7166110,605951
24620113,7155830,566526
24620116,7195460,572644
24620118,7218900,500821
24620120,7192310,534878
24620126,7167580,581213
24630121,7116900,614406
24630123,7121490,632470
24810101,7168080,665270
24810102,7167710,674491
24810103,7185430,677679
24810104,7166390,689623
24810105,7148930,684801
24810113,7184990,643735
24810114,7140470,669221
24810305,7208230,669868
24170201,7197870,737351
24170204,7201480,714626
24170207,7215480,700486
24820101,7194090,783004
24820102,7193480,782962
24820103,7194620,783047
24820104,7196700,783280
24820303,7177860,785198
24820401,7194160,781681
24820402,7194210,780141
24820403,7195270,781523
24820404,7188780,780179
24820405,7193130,781657
24820406,7192300,783306
24820411,7192360,749625
24820412,7195250,767107
24820413,7201300,767505
24820501,7203480,755218
24820601,7204750,783634
24820602,7200170,786400
24820603,7204210,777859
24820604,7211720,767450
24820701,7216780,793738
24820702,7230110,785916
24820703,7210980,786656
24820901,7234080,742398
24820105,7193930,783664
24820106,7193960,784503
24820107,7194460,784209
24820108,7195000,784678
24820109,7193580,787072
24820110,7194580,785673
24820111,7195240,786046
24820112,7194420,786637
24820113,7195980,787988
24820114,7192130,789926
24820201,7196060,794872
24820202,7190560,794005
24820203,7191640,796971
24820204,7188900,796361
24820205,7187320,800220
24820301,7182640,797732
24820302,7175430,803765
24820407,7193420,783932
24820408,7191450,785510
24820409,7193050,785639
24820410,7186850,790656
24821001,7160050,791921
24821002,7150960,805414
24821101,7166650,771208
24821102,7165900,777570
24821103,7170180,744788
24010206,7078200,725141
24010208,7062200,731193
24010212,7045580,732633
24010214,7056690,712013
24010216,7075590,703631
24010224,7057810,721946
24030104,7097170,695506
24040103,7127990,726516
24040104,7132050,734008
24040107,7158240,716404
24040120,7127990,710055
24090101,7113030,782862
24090112,7134410,769752
24090306,7132620,784824
24090406,7144690,788752
24600101,7088850,729502
24600102,7103660,727799
24600103,7101380,738999
24600112,7099550,733538
24600113,7094110,732218
24800101,7089360,760712
24800102,7088490,760544
24800103,7090660,759415
24800104,7089440,759913
24800105,7089560,758661
24800106,7088780,759352
24800107,7088550,758084
24800108,7088640,757236
24800109,7088340,758830
24800110,7088190,759483
24800111,7087950,760011
24800112,7090260,757564
24800114,7099530,760987
24800115,7091930,762770
24800116,7092260,760687
24800117,7092060,761492
24800118,7088370,760786
24800119,7088960,758045
24800120,7087370,760232
24800121,7092570,762166
24800535,7086950,761718
24800536,7084760,767476
24800538,7087500,762626
24800549,7087690,760975
24800550,7086360,760909
24800551,7086930,761285
24800552,7086470,761566
24800553,7083250,762970
24800554,7086220,762142
24800555,7087450,761812
24800556,7086080,764006
24800557,7086350,763514
24801137,7088430,761948
24801155,7089630,761934
24801156,7090010,761516
24801157,7090270,761912
24801158,7090740,760722
24801159,7092090,765245
24801160,7088930,761508
24800220,7088480,756044
24800221,7089210,756121
24800222,7088810,755141
24800223,7088750,754429
24800224,7089400,754011
24800225,7096170,745562
24800226,7101240,755415
24800227,7089410,753290
24800228,7089150,756885
24800330,7117240,748515
24800440,7084910,759698
24800441,7086800,757770
24800442,7087740,757817
24800443,7087750,756731
24800444,7085740,755083
24800445,7076310,755685
24800446,7087040,756258
24800447,7082520,745787
24800660,7075710,767103
24800661,7075530,764336
24800662,7074470,765256
24800663,7071800,761968
24800770,7067280,749676
24800771,7059810,740952
24800990,7126590,758636
24800991,7086010,783481
24800992,7099990,768649
24800993,7081900,773102
25050001,7312200,685914
25050002,7288630,718088
25050003,7267870,681096
25060203,7362140,600648
25100202,7339970,732769
25100217,7422760,649274
25100409,7493420,603035
25100516,7384580,749469
25130103,7370600,856479
25130104,7396110,833907
25140103,7345680,868426
25140105,7325050,862559
25140106,7328310,870193
25140107,7327110,872800
25140108,7326590,877265
25140115,7325740,885458
25140118,7313910,873721
25140123,7327810,871299
25140125,7331780,871598
25140221,7330350,847635
25180101,7370970,878637
25180102,7408050,873779
25180103,7435650,878266
25180104,7389120,880523
25210115,7470330,863585
25210314,7528260,847193
25210419,7435730,846800
25210529,7465170,823331
25210630,7507010,822477
25230001,7420210,780434
25230002,7509520,695897
25230003,7485260,668933
25230004,7457340,745208
25230005,7458920,752005
25230006,7474700,744962
25230007,7458160,742564
25230008,7458690,735072
25230009,7457850,746449
25230010,7475040,725912
25600209,7307850,752392
25600211,7298120,774058
25600212,7294180,781322
25600214,7290540,767766
25800101,7291680,829102
25800102,7292070,829020
25800103,7292930,829310
25800104,7292430,828285
25800105,7292880,829995
25800106,7294150,829591
25800107,7294450,828910
25800108,7293320,827986
25800109,7293710,827426
25800110,7294350,826596
25800111,7294310,825212
25800112,7292240,829616
25800213,7292500,830599
25800214,7289970,832733
25800215,7291450,832347
25800216,7292760,831350
25800217,7292200,832179
25800221,7295830,832137
25800222,7293790,831072
25800237,7293280,833242
25800259,7292970,833926
25800260,7291620,837883
25800267,7296450,829739
25800268,7295820,830353
25800270,7293400,832311
25800323,7270440,850146
25800324,7287530,818839
25800325,7296230,814129
25800326,7293870,850100
25800327,7290370,828263
25800335,7298390,823389
25800344,7313000,825992
25800346,7302750,825090
25800349,7295040,823227
25800350,7298190,819665
25800355,7286080,832055
25800361,7297930,821101
25800362,7295850,829015
25800363,7296820,828415
25800365,7296830,826658
25800371,7304060,817242
25800439,7341070,833261
25800442,7339580,821386
25800447,7318400,837850
25810101,7257930,801679
25810102,7258800,800414
25810103,7259570,801696
25810104,7259440,799762
25810133,7262100,802457
25810136,7258970,801750
25810137,7261320,800561
25810205,7257050,795800
25810206,7250190,790977
25810207,7245320,793324
25810208,7251230,799597
25810209,7240810,808814
25810213,7257470,798336
25810310,7257200,777992
25810311,7254450,787595
25810312,7271120,775037
25810314,7268700,787188
25810317,7268770,792377
25810318,7278760,784177
25810319,7264570,797596
25810320,7251170,808683
25810321,7254910,814655
25810324,7266710,749080
25810332,7259670,798294
25810334,7257050,803041
25810335,7259790,803203
25810338,7262030,795716
25810527,7283860,790803
25810529,7269440,804764
25810530,7266940,816338
25810531,7285120,798457
25810539,7271610,798038
25820101,7315870,804096
25820102,7317720,802941
25820103,7317080,805129
25820104,7317670,805512
25820105,7317800,807589
25820112,7324950,813625
25820113,7330400,799844
25820114,7325080,783715
25820115,7309340,795266
25820116,7305820,806505
25820117,7321610,797367
25820124,7316550,805153
25820132,7315980,806485
25820133,7315770,805709
25820134,7313610,805704
25820135,7315400,810920
25820136,7313990,808130
25820139,7314500,802546
25820220,7358950,802094
25820328,7347180,767466
25820409,7309710,811853
25820440,7311230,807231
25830101,7332040,915525
25830102,7329460,901175
25830103,7309750,905069
25830114,7331460,916066
25830115,7338230,909410
25830116,7322330,912549
25830408,7351330,894634
25840001,7535650,719751
25840002,7536630,720882
25840003,7536350,719230
25840004,7598790,766565
25840005,7535090,720319
25840006,7538210,719987
25840007,7535840,720598
25840008,7537870,720600
25840009,7533960,721035
25840010,7547490,736072
25840011,7532730,721519
25840012,7527560,779249
25840013,7574690,675645
25840014,7546610,723823
25840015,7542770,663875
